transaction_id,customer_id,Card Type,Card Type2,Card Limit,card_id,purchase_date,purchase_amount,merchant_category,Payment_status,Applied_but_rejected,Rejection_reason
428,448,card_type,card_type,credit_limit,1,29-10-2023,47277,Electronics,Paid,N,
429,537,NA,NA,,,,,,,Y,Low Salary
430,406,Platinum,Platinum,300000,4,24-04-2023,28977,Dining,Paid,N,
431,798,NA,NA,,,,,,,Y,Low CIBIL
432,79,Silver,Silver,50000,2,10-04-2023,25070,Dining,Paid,N,
433,360,Gold,Gold,100000,3,16-03-2023,21337,Dining,Paid,N,
434,203,Silver,Silver,50000,2,02-12-2023,11937,Groceries,Paid,N,
435,182,Gold,Gold,100000,3,16-10-2023,38604,Fuel,Paid,N,
436,460,Silver,Silver,50000,2,18-11-2023,5051,Dining,Paid,N,
437,155,NA,NA,,,,,,,Y,Unstable Employment
438,70,Platinum,Platinum,300000,4,05-06-2023,3323,Dining,Paid,N,
439,606,NA,NA,,,,,,,Y,Low Salary
440,361,Silver,Silver,50000,2,20-08-2023,13416,Groceries,Paid,N,
441,59,NA,NA,,,,,,,Y,High Debt
442,852,Gold,Gold,100000,3,16-02-2023,15667,Fuel,Paid,N,
443,609,NA,NA,,,,,,,Y,Unstable Employment
444,474,NA,NA,,,,,,,Y,Low Salary
445,461,NA,NA,,,,,,,Y,Low CIBIL
446,330,Gold,Gold,100000,3,01-02-2023,41945,Electronics,Paid,N,
447,106,Gold,Gold,100000,3,13-02-2023,48136,Fuel,Paid,N,
448,662,NA,NA,,,,,,,Y,Low CIBIL
449,41,NA,NA,,,,,,,Y,Low CIBIL
450,725,NA,NA,,,,,,,Y,Unstable Employment
451,450,Gold,Gold,100000,3,25-05-2023,8891,Electronics,Paid,N,
452,419,Gold,Gold,100000,3,27-01-2023,13158,Dining,Paid,N,
453,68,NA,NA,,,,,,,Y,High Debt
454,97,Gold,Gold,100000,3,03-12-2023,30185,Fuel,Paid,N,
455,895,NA,NA,,,,,,,Y,Low CIBIL
456,342,Gold,Gold,100000,3,14-03-2023,23880,Dining,Paid,N,
457,318,Silver,Silver,50000,2,29-12-2023,42931,Groceries,Paid,N,
458,318,Silver,Silver,50000,2,18-06-2023,29419,Travel,Paid,N,
459,687,NA,NA,,,,,,,Y,Low Salary
460,662,NA,NA,,,,,,,Y,Unstable Employment
461,521,Gold,Gold,100000,3,08-06-2023,2811,Travel,Default,N,
462,220,NA,NA,,,,,,,Y,High Debt
463,785,NA,NA,,,,,,,Y,Unstable Employment
464,197,Silver,Silver,50000,2,21-03-2023,40493,Groceries,Paid,N,
465,303,NA,NA,,,,,,,Y,Low Salary
466,520,Silver,Silver,50000,2,13-11-2023,44833,Travel,Paid,N,
467,612,Gold,Gold,100000,3,03-04-2023,43538,Fuel,Paid,N,
468,829,Silver,Silver,50000,2,23-01-2023,14060,Electronics,Paid,N,
469,374,Silver,Silver,50000,2,09-11-2023,49233,Dining,Paid,N,
470,771,NA,NA,,,,,,,Y,Unstable Employment
471,240,Silver,Silver,50000,2,29-08-2023,39053,Travel,Paid,N,
472,377,NA,NA,,,,,,,Y,Unstable Employment
473,473,NA,NA,,,,,,,Y,High Debt
474,797,NA,NA,,,,,,,Y,Unstable Employment
475,515,NA,NA,,,,,,,Y,Unstable Employment
476,166,NA,NA,,,,,,,Y,Low CIBIL
477,821,Gold,Gold,100000,3,27-01-2023,26493,Electronics,Paid,N,
478,896,Gold,Gold,100000,3,22-02-2023,30992,Fuel,Paid,N,
479,872,NA,NA,,,,,,,Y,Low Salary
480,292,NA,NA,,,,,,,Y,Low Salary
481,782,Silver,Silver,50000,2,20-09-2023,21481,Travel,Paid,N,
482,851,NA,NA,,,,,,,Y,Unstable Employment
483,94,NA,NA,,,,,,,Y,Low CIBIL
484,837,NA,NA,,,,,,,Y,Unstable Employment
485,358,NA,NA,,,,,,,Y,Low Salary
486,425,NA,NA,,,,,,,Y,Low Salary
487,406,Platinum,Platinum,300000,4,11-02-2023,24643,Dining,Paid,N,
488,230,NA,NA,,,,,,,Y,Low Salary
489,327,Silver,Silver,50000,2,29-11-2023,12567,Dining,Paid,N,
490,811,NA,NA,,,,,,,Y,Low CIBIL
491,141,Silver,Silver,50000,2,30-08-2023,24416,Travel,Paid,N,
492,778,Gold,Gold,100000,3,03-01-2023,42008,Groceries,Paid,N,
493,20,NA,NA,,,,,,,Y,High Debt
494,221,Silver,Silver,50000,2,08-11-2023,46921,Fuel,Paid,N,
495,434,NA,NA,,,,,,,Y,Low Salary
496,795,NA,NA,,,,,,,Y,High Debt
497,244,Platinum,Platinum,300000,4,03-05-2023,4315,Electronics,Paid,N,
498,655,NA,NA,,,,,,,Y,Unstable Employment
499,65,Gold,Gold,100000,3,13-09-2023,32336,Fuel,Paid,N,
500,549,Gold,Gold,100000,3,22-10-2023,37977,Travel,Paid,N,
501,736,NA,NA,,,,,,,Y,Low CIBIL
502,299,Platinum,Platinum,300000,4,30-06-2023,37775,Travel,Default,N,
503,585,NA,NA,,,,,,,Y,Unstable Employment
504,192,NA,NA,,,,,,,Y,Low Salary
505,537,NA,NA,,,,,,,Y,High Debt
506,70,Gold,Gold,100000,3,29-08-2023,39843,Groceries,Paid,N,
507,651,Gold,Gold,100000,3,10-05-2023,5273,Groceries,Paid,N,
508,366,Silver,Silver,50000,2,03-12-2023,12946,Groceries,Paid,N,
509,791,NA,NA,,,,,,,Y,High Debt
510,137,card_type,card_type,credit_limit,1,23-06-2023,31233,Travel,Paid,N,
511,851,NA,NA,,,,,,,Y,Unstable Employment
512,713,NA,NA,,,,,,,Y,Unstable Employment
513,647,NA,NA,,,,,,,Y,Low CIBIL
514,831,NA,NA,,,,,,,Y,Low CIBIL
515,65,Platinum,Platinum,300000,4,14-04-2023,10964,Groceries,Paid,N,
516,811,NA,NA,,,,,,,Y,Low CIBIL
517,43,NA,NA,,,,,,,Y,High Debt
518,318,Silver,Silver,50000,2,06-10-2023,49132,Electronics,Paid,N,
519,260,NA,NA,,,,,,,Y,Low Salary
520,772,Silver,Silver,50000,2,25-01-2023,22076,Dining,Paid,N,
521,280,NA,NA,,,,,,,Y,Low Salary
522,819,NA,NA,,,,,,,Y,High Debt
523,448,Silver,Silver,50000,2,17-07-2023,3820,Dining,Paid,N,
524,192,NA,NA,,,,,,,Y,Unstable Employment
525,709,Platinum,Platinum,300000,4,23-09-2023,11250,Dining,Paid,N,
526,821,Gold,Gold,100000,3,10-02-2023,37966,Electronics,Paid,N,
527,617,Silver,Silver,50000,2,14-06-2023,27072,Groceries,Paid,N,
528,82,Platinum,Platinum,300000,4,06-06-2023,18448,Electronics,Paid,N,
529,618,Gold,Gold,100000,3,16-08-2023,39326,Dining,Paid,N,
530,458,NA,NA,,,,,,,Y,Low Salary
531,745,Gold,Gold,100000,3,11-08-2023,24015,Dining,Paid,N,
532,655,NA,NA,,,,,,,Y,Low Salary
533,77,Platinum,Platinum,300000,4,14-12-2023,28367,Travel,Paid,N,
534,32,NA,NA,,,,,,,Y,Low CIBIL
535,870,Gold,Gold,100000,3,04-02-2023,1226,Travel,Default,N,
536,798,NA,NA,,,,,,,Y,High Debt
537,371,NA,NA,,,,,,,Y,Unstable Employment
538,581,NA,NA,,,,,,,Y,Low Salary
539,620,NA,NA,,,,,,,Y,Low CIBIL
540,696,NA,NA,,,,,,,Y,Unstable Employment
541,380,NA,NA,,,,,,,Y,High Debt
542,455,Silver,Silver,50000,2,29-09-2023,26320,Dining,Paid,N,
543,408,NA,NA,,,,,,,Y,High Debt
544,666,Gold,Gold,100000,3,28-02-2023,7197,Groceries,Paid,N,
545,754,NA,NA,,,,,,,Y,Low CIBIL
546,512,Gold,Gold,100000,3,02-03-2023,45178,Dining,Paid,N,
547,794,Platinum,Platinum,300000,4,20-04-2023,42525,Fuel,Paid,N,
548,293,NA,NA,,,,,,,Y,Unstable Employment
549,205,NA,NA,,,,,,,Y,Low Salary
550,139,Gold,Gold,100000,3,01-01-2024,13463,Electronics,Paid,N,
551,90,NA,NA,,,,,,,Y,High Debt
552,684,NA,NA,,,,,,,Y,High Debt
553,727,card_type,card_type,credit_limit,1,29-05-2023,49934,Dining,Paid,N,
554,872,NA,NA,,,,,,,Y,Low CIBIL
555,729,Silver,Silver,50000,2,18-09-2023,1581,Travel,Paid,N,
556,125,Gold,Gold,100000,3,02-05-2023,20769,Electronics,Paid,N,
557,27,Gold,Gold,100000,3,08-07-2023,11276,Electronics,Paid,N,
558,823,NA,NA,,,,,,,Y,Low CIBIL
559,627,Gold,Gold,100000,3,23-07-2023,32316,Electronics,Paid,N,
560,539,Silver,Silver,50000,2,22-10-2023,14696,Groceries,Paid,N,
561,129,Silver,Silver,50000,2,19-08-2023,42612,Electronics,Paid,N,
562,697,NA,NA,,,,,,,Y,High Debt
563,132,NA,NA,,,,,,,Y,Low CIBIL
564,787,NA,NA,,,,,,,Y,Low CIBIL
565,444,card_type,card_type,credit_limit,1,23-09-2023,16458,Travel,Paid,N,
566,312,Silver,Silver,50000,2,30-12-2023,23869,Travel,Paid,N,
567,355,NA,NA,,,,,,,Y,High Debt
568,867,Silver,Silver,50000,2,22-11-2023,12189,Fuel,Paid,N,
569,282,Silver,Silver,50000,2,11-11-2023,17831,Fuel,Paid,N,
570,96,Silver,Silver,50000,2,25-10-2023,38028,Travel,Paid,N,
571,176,Gold,Gold,100000,3,16-10-2023,13936,Groceries,Paid,N,
572,846,Silver,Silver,50000,2,25-11-2023,566,Fuel,Paid,N,
573,272,Silver,Silver,50000,2,02-08-2023,31225,Fuel,Paid,N,
574,655,NA,NA,,,,,,,Y,Low Salary
575,510,NA,NA,,,,,,,Y,High Debt
576,658,Gold,Gold,100000,3,17-12-2023,25712,Electronics,Paid,N,
577,305,NA,NA,,,,,,,Y,Unstable Employment
578,75,NA,NA,,,,,,,Y,Low Salary
579,162,NA,NA,,,,,,,Y,Unstable Employment
580,426,Gold,Gold,100000,3,24-06-2023,33832,Fuel,Paid,N,
581,148,Gold,Gold,100000,3,13-06-2023,25901,Dining,Paid,N,
582,409,Silver,Silver,50000,2,21-09-2023,13893,Fuel,Paid,N,
583,109,NA,NA,,,,,,,Y,High Debt
584,248,Silver,Silver,50000,2,19-08-2023,4170,Travel,Paid,N,
585,145,NA,NA,,,,,,,Y,Low Salary
586,52,Gold,Gold,100000,3,12-11-2023,26101,Electronics,Paid,N,
587,255,NA,NA,,,,,,,Y,Low CIBIL
588,834,NA,NA,,,,,,,Y,High Debt
589,592,NA,NA,,,,,,,Y,High Debt
590,195,NA,NA,,,,,,,Y,Low CIBIL
591,511,Gold,Gold,100000,3,07-06-2023,2751,Electronics,Paid,N,
592,24,NA,NA,,,,,,,Y,Low Salary
593,403,Gold,Gold,100000,3,21-04-2023,46217,Fuel,Paid,N,
594,362,NA,NA,,,,,,,Y,Low Salary
595,52,Gold,Gold,100000,3,01-12-2023,34072,Electronics,Paid,N,
596,293,NA,NA,,,,,,,Y,Low Salary
597,868,Gold,Gold,100000,3,16-05-2023,27527,Dining,Paid,N,
598,783,NA,NA,,,,,,,Y,Unstable Employment
599,375,NA,NA,,,,,,,Y,Low Salary
600,411,NA,NA,,,,,,,Y,Low Salary
601,584,Silver,Silver,50000,2,28-05-2023,32346,Groceries,Paid,N,
602,396,Gold,Gold,100000,3,24-05-2023,21515,Fuel,Paid,N,
603,697,NA,NA,,,,,,,Y,Low Salary
604,132,NA,NA,,,,,,,Y,Low Salary
605,404,NA,NA,,,,,,,Y,High Debt
606,814,NA,NA,,,,,,,Y,High Debt
607,572,Gold,Gold,100000,3,12-04-2023,10083,Fuel,Paid,N,
608,522,NA,NA,,,,,,,Y,Unstable Employment
609,513,Silver,Silver,50000,2,12-03-2023,23604,Dining,Default,N,
610,824,Gold,Gold,100000,3,18-03-2023,12724,Fuel,Paid,N,
611,528,Silver,Silver,50000,2,10-11-2023,39284,Dining,Paid,N,
612,167,NA,NA,,,,,,,Y,Unstable Employment
613,632,Gold,Gold,100000,3,17-09-2023,31336,Fuel,Paid,N,
614,546,Gold,Gold,100000,3,03-06-2023,29799,Electronics,Paid,N,
615,836,Silver,Silver,50000,2,11-12-2023,13536,Groceries,Paid,N,
616,427,NA,NA,,,,,,,Y,High Debt
617,816,Silver,Silver,50000,2,16-05-2023,20433,Fuel,Paid,N,
618,592,NA,NA,,,,,,,Y,Low CIBIL
619,739,Silver,Silver,50000,2,29-03-2023,12892,Fuel,Paid,N,
620,645,Platinum,Platinum,300000,4,15-12-2023,8438,Travel,Paid,N,
621,33,Silver,Silver,50000,2,14-08-2023,4641,Dining,Paid,N,
622,429,Silver,Silver,50000,2,15-04-2023,23850,Electronics,Paid,N,
623,514,NA,NA,,,,,,,Y,Unstable Employment
624,894,NA,NA,,,,,,,Y,Low Salary
625,723,Silver,Silver,50000,2,15-10-2023,10046,Dining,Paid,N,
626,679,Platinum,Platinum,300000,4,10-06-2023,5835,Travel,Paid,N,
627,471,Silver,Silver,50000,2,13-12-2023,5577,Dining,Paid,N,
628,625,Gold,Gold,100000,3,07-05-2023,46515,Dining,Paid,N,
629,572,Gold,Gold,100000,3,02-06-2023,6111,Dining,Paid,N,
630,722,NA,NA,,,,,,,Y,Low CIBIL
631,707,Silver,Silver,50000,2,28-06-2023,41357,Fuel,Paid,N,
632,815,NA,NA,,,,,,,Y,High Debt
633,295,NA,NA,,,,,,,Y,Low Salary
634,588,Gold,Gold,100000,3,22-07-2023,36160,Dining,Paid,N,
635,792,Gold,Gold,100000,3,28-05-2023,6077,Groceries,Paid,N,
636,355,NA,NA,,,,,,,Y,Unstable Employment
637,672,NA,NA,,,,,,,Y,High Debt
638,766,Gold,Gold,100000,3,03-10-2023,20502,Dining,Paid,N,
639,576,NA,NA,,,,,,,Y,High Debt
640,141,Silver,Silver,50000,2,28-10-2023,39951,Travel,Paid,N,
641,249,NA,NA,,,,,,,Y,Low Salary
642,686,NA,NA,,,,,,,Y,Low CIBIL
643,654,card_type,card_type,credit_limit,1,31-07-2023,34775,Dining,Default,N,
644,735,NA,NA,,,,,,,Y,Unstable Employment
645,103,Gold,Gold,100000,3,09-10-2023,49603,Travel,Default,N,
646,417,NA,NA,,,,,,,Y,Unstable Employment
647,489,Gold,Gold,100000,3,28-05-2023,29147,Dining,Paid,N,
648,293,NA,NA,,,,,,,Y,Low Salary
649,788,NA,NA,,,,,,,Y,Low Salary
650,668,Silver,Silver,50000,2,20-01-2023,35331,Travel,Paid,N,
651,428,Silver,Silver,50000,2,19-01-2023,35268,Electronics,Paid,N,
652,807,Gold,Gold,100000,3,29-05-2023,31462,Groceries,Paid,N,
653,10,Platinum,Platinum,300000,4,24-02-2023,48834,Dining,Paid,N,
654,292,NA,NA,,,,,,,Y,Unstable Employment
655,657,Platinum,Platinum,300000,4,10-03-2023,30083,Fuel,Paid,N,
656,480,Gold,Gold,100000,3,27-02-2023,1794,Dining,Paid,N,
657,167,NA,NA,,,,,,,Y,Unstable Employment
658,664,NA,NA,,,,,,,Y,High Debt
659,736,NA,NA,,,,,,,Y,Low CIBIL
660,15,Gold,Gold,100000,3,18-10-2023,15596,Travel,Paid,N,
661,180,NA,NA,,,,,,,Y,Unstable Employment
662,847,NA,NA,,,,,,,Y,Unstable Employment
663,528,Gold,Gold,100000,3,09-12-2023,37333,Groceries,Paid,N,
664,190,NA,NA,,,,,,,Y,Low CIBIL
665,489,Platinum,Platinum,300000,4,04-01-2023,47358,Dining,Paid,N,
666,393,NA,NA,,,,,,,Y,Low CIBIL
667,458,NA,NA,,,,,,,Y,High Debt
668,338,Platinum,Platinum,300000,4,21-10-2023,27828,Groceries,Paid,N,
669,268,Platinum,Platinum,300000,4,01-02-2023,24898,Groceries,Paid,N,
670,477,Silver,Silver,50000,2,18-12-2023,18206,Fuel,Paid,N,
671,721,NA,NA,,,,,,,Y,High Debt
672,707,card_type,card_type,credit_limit,1,01-06-2023,22840,Dining,Paid,N,
673,630,Silver,Silver,50000,2,10-03-2023,19325,Electronics,Paid,N,
674,157,Gold,Gold,100000,3,07-11-2023,17982,Dining,Paid,N,
675,426,Gold,Gold,100000,3,07-12-2023,9818,Travel,Paid,N,
676,781,Gold,Gold,100000,3,02-11-2023,41756,Groceries,Paid,N,
677,539,Silver,Silver,50000,2,05-07-2023,44509,Groceries,Paid,N,
678,578,Silver,Silver,50000,2,08-10-2023,43685,Fuel,Paid,N,
679,208,NA,NA,,,,,,,Y,Low CIBIL
680,169,Platinum,Platinum,300000,4,15-08-2023,16074,Groceries,Paid,N,
681,697,NA,NA,,,,,,,Y,Low CIBIL
682,735,NA,NA,,,,,,,Y,Unstable Employment
683,94,NA,NA,,,,,,,Y,Unstable Employment
684,829,Silver,Silver,50000,2,20-09-2023,48570,Electronics,Paid,N,
685,468,Gold,Gold,100000,3,11-12-2023,15150,Dining,Paid,N,
686,741,Silver,Silver,50000,2,02-01-2023,46618,Travel,Paid,N,
687,593,NA,NA,,,,,,,Y,Low Salary
688,47,NA,NA,,,,,,,Y,Unstable Employment
689,353,NA,NA,,,,,,,Y,Low Salary
690,555,card_type,card_type,credit_limit,1,05-02-2023,29430,Electronics,Paid,N,
691,33,Gold,Gold,100000,3,11-03-2023,20671,Electronics,Paid,N,
692,384,Platinum,Platinum,300000,4,13-07-2023,35364,Electronics,Paid,N,
693,83,NA,NA,,,,,,,Y,Low CIBIL
694,670,NA,NA,,,,,,,Y,High Debt
695,122,NA,NA,,,,,,,Y,Low CIBIL
696,551,Gold,Gold,100000,3,25-04-2023,12301,Groceries,Paid,N,
697,775,Silver,Silver,50000,2,26-08-2023,22872,Fuel,Paid,N,
698,435,Gold,Gold,100000,3,07-05-2023,17059,Electronics,Paid,N,
699,355,NA,NA,,,,,,,Y,Low CIBIL
700,283,NA,NA,,,,,,,Y,Low CIBIL
701,897,Silver,Silver,50000,2,05-12-2023,32834,Electronics,Default,N,
702,630,Silver,Silver,50000,2,04-02-2023,40437,Groceries,Paid,N,
703,609,NA,NA,,,,,,,Y,Low Salary
704,458,NA,NA,,,,,,,Y,Low Salary
705,251,Silver,Silver,50000,2,30-04-2023,13788,Fuel,Paid,N,
706,223,Silver,Silver,50000,2,29-05-2023,22898,Travel,Paid,N,
707,836,Gold,Gold,100000,3,11-12-2023,11194,Dining,Paid,N,
708,243,NA,NA,,,,,,,Y,High Debt
709,898,Gold,Gold,100000,3,24-09-2023,12691,Travel,Paid,N,
710,424,NA,NA,,,,,,,Y,High Debt
711,282,Silver,Silver,50000,2,30-10-2023,18551,Travel,Paid,N,
712,642,NA,NA,,,,,,,Y,Unstable Employment
713,570,Gold,Gold,100000,3,26-06-2023,11237,Electronics,Paid,N,
714,805,NA,NA,,,,,,,Y,High Debt
715,714,Platinum,Platinum,300000,4,03-06-2023,25751,Electronics,Paid,N,
716,189,NA,NA,,,,,,,Y,Unstable Employment
717,247,Gold,Gold,100000,3,29-12-2023,5647,Travel,Paid,N,
718,826,Gold,Gold,100000,3,15-10-2023,20143,Electronics,Paid,N,
719,427,NA,NA,,,,,,,Y,Low CIBIL
720,398,Gold,Gold,100000,3,19-06-2023,39467,Groceries,Paid,N,
721,461,NA,NA,,,,,,,Y,High Debt
722,95,Silver,Silver,50000,2,13-07-2023,33814,Fuel,Paid,N,
723,618,Silver,Silver,50000,2,07-04-2023,38499,Fuel,Paid,N,
724,742,NA,NA,,,,,,,Y,Low CIBIL
725,491,NA,NA,,,,,,,Y,Low CIBIL
726,891,Gold,Gold,100000,3,08-01-2023,41233,Travel,Paid,N,
727,195,NA,NA,,,,,,,Y,Low Salary
728,765,NA,NA,,,,,,,Y,Unstable Employment
729,249,NA,NA,,,,,,,Y,Low CIBIL
730,407,card_type,card_type,credit_limit,1,25-05-2023,18967,Electronics,Paid,N,
731,478,NA,NA,,,,,,,Y,High Debt
732,316,Gold,Gold,100000,3,12-09-2023,35308,Electronics,Paid,N,
733,101,Gold,Gold,100000,3,13-06-2023,2252,Travel,Paid,N,
734,380,NA,NA,,,,,,,Y,High Debt
735,424,NA,NA,,,,,,,Y,Low Salary
736,577,Gold,Gold,100000,3,09-01-2023,2349,Dining,Paid,N,
737,567,NA,NA,,,,,,,Y,Unstable Employment
738,303,NA,NA,,,,,,,Y,Low CIBIL
739,201,Platinum,Platinum,300000,4,19-10-2023,3142,Travel,Paid,N,
740,512,Gold,Gold,100000,3,08-09-2023,2100,Electronics,Paid,N,
741,472,NA,NA,,,,,,,Y,Low CIBIL
742,751,Platinum,Platinum,300000,4,07-10-2023,47219,Electronics,Paid,N,
743,189,NA,NA,,,,,,,Y,Low Salary
744,537,NA,NA,,,,,,,Y,Low Salary
745,860,Gold,Gold,100000,3,09-12-2023,21286,Groceries,Paid,N,
746,783,NA,NA,,,,,,,Y,Low Salary
747,423,NA,NA,,,,,,,Y,Low CIBIL
748,863,NA,NA,,,,,,,Y,Low CIBIL
749,70,Gold,Gold,100000,3,16-09-2023,45065,Electronics,Default,N,
750,383,Silver,Silver,50000,2,08-12-2023,20683,Fuel,Paid,N,
751,495,NA,NA,,,,,,,Y,Unstable Employment
752,17,Silver,Silver,50000,2,30-07-2023,1632,Groceries,Paid,N,
753,18,NA,NA,,,,,,,Y,High Debt
754,549,Platinum,Platinum,300000,4,24-12-2023,38759,Electronics,Default,N,
755,826,Silver,Silver,50000,2,19-02-2023,31576,Fuel,Paid,N,
756,153,NA,NA,,,,,,,Y,Low CIBIL
757,197,Gold,Gold,100000,3,17-05-2023,39063,Electronics,Paid,N,
758,81,Gold,Gold,100000,3,24-08-2023,27191,Fuel,Paid,N,
759,250,Silver,Silver,50000,2,11-02-2023,43799,Groceries,Paid,N,
760,96,Gold,Gold,100000,3,10-10-2023,11431,Electronics,Paid,N,
761,58,Gold,Gold,100000,3,12-02-2023,8133,Electronics,Paid,N,
762,866,Platinum,Platinum,300000,4,19-06-2023,38277,Fuel,Paid,N,
763,879,Silver,Silver,50000,2,22-01-2023,35381,Travel,Paid,N,
764,217,NA,NA,,,,,,,Y,Unstable Employment
765,278,Gold,Gold,100000,3,17-12-2023,1544,Dining,Paid,N,
766,557,Silver,Silver,50000,2,11-06-2023,47191,Groceries,Paid,N,
767,213,Silver,Silver,50000,2,31-12-2023,35699,Electronics,Paid,N,
768,79,Gold,Gold,100000,3,04-05-2023,24863,Fuel,Paid,N,
769,855,NA,NA,,,,,,,Y,Unstable Employment
770,694,Platinum,Platinum,300000,4,13-03-2023,47194,Groceries,Paid,N,
771,513,Gold,Gold,100000,3,12-08-2023,2082,Travel,Default,N,
772,859,card_type,card_type,credit_limit,1,11-11-2023,14874,Fuel,Paid,N,
773,407,Silver,Silver,50000,2,20-05-2023,1808,Electronics,Default,N,
774,503,NA,NA,,,,,,,Y,Low CIBIL
775,365,NA,NA,,,,,,,Y,Unstable Employment
776,443,NA,NA,,,,,,,Y,Low CIBIL
777,697,NA,NA,,,,,,,Y,Unstable Employment
778,88,Gold,Gold,100000,3,01-01-2024,21801,Groceries,Paid,N,
779,85,NA,NA,,,,,,,Y,High Debt
780,158,NA,NA,,,,,,,Y,Unstable Employment
781,729,Silver,Silver,50000,2,12-06-2023,9293,Dining,Paid,N,
782,110,NA,NA,,,,,,,Y,Low Salary
783,6,NA,NA,,,,,,,Y,High Debt
784,456,NA,NA,,,,,,,Y,High Debt
785,780,Silver,Silver,50000,2,14-02-2023,2120,Travel,Paid,N,
786,442,Gold,Gold,100000,3,20-09-2023,30383,Electronics,Paid,N,
787,106,Silver,Silver,50000,2,11-10-2023,38034,Groceries,Paid,N,
788,612,Gold,Gold,100000,3,07-01-2023,38460,Dining,Paid,N,
789,424,NA,NA,,,,,,,Y,Unstable Employment
790,798,NA,NA,,,,,,,Y,Low Salary
791,743,NA,NA,,,,,,,Y,Low CIBIL
792,586,NA,NA,,,,,,,Y,Low CIBIL
793,702,NA,NA,,,,,,,Y,Unstable Employment
794,174,NA,NA,,,,,,,Y,Low CIBIL
795,276,Platinum,Platinum,300000,4,16-03-2023,39890,Groceries,Paid,N,
796,172,Gold,Gold,100000,3,03-06-2023,6593,Electronics,Paid,N,
797,802,NA,NA,,,,,,,Y,Low Salary
798,370,Gold,Gold,100000,3,17-11-2023,49752,Electronics,Paid,N,
799,609,NA,NA,,,,,,,Y,Low CIBIL
800,469,Silver,Silver,50000,2,04-01-2023,22759,Electronics,Paid,N,
801,341,NA,NA,,,,,,,Y,Unstable Employment
802,824,Gold,Gold,100000,3,09-08-2023,21155,Fuel,Paid,N,
803,140,NA,NA,,,,,,,Y,High Debt
804,329,Silver,Silver,50000,2,01-04-2023,33505,Electronics,Paid,N,
805,327,Gold,Gold,100000,3,21-11-2023,32129,Electronics,Paid,N,
806,590,Silver,Silver,50000,2,24-05-2023,24110,Electronics,Paid,N,
807,374,Silver,Silver,50000,2,13-04-2023,22102,Fuel,Paid,N,
808,559,card_type,card_type,credit_limit,1,09-10-2023,20909,Groceries,Paid,N,
809,745,Gold,Gold,100000,3,18-04-2023,11610,Electronics,Paid,N,
810,817,Platinum,Platinum,300000,4,05-02-2023,6573,Electronics,Paid,N,
811,690,Gold,Gold,100000,3,05-06-2023,35810,Travel,Paid,N,
812,259,Gold,Gold,100000,3,13-07-2023,15782,Groceries,Paid,N,
813,460,Silver,Silver,50000,2,01-10-2023,10695,Fuel,Paid,N,
814,891,Gold,Gold,100000,3,04-07-2023,2037,Fuel,Paid,N,
815,609,NA,NA,,,,,,,Y,Low Salary
816,112,NA,NA,,,,,,,Y,Low CIBIL
817,674,NA,NA,,,,,,,Y,High Debt
818,171,NA,NA,,,,,,,Y,Low Salary
819,577,Platinum,Platinum,300000,4,19-06-2023,17638,Electronics,Paid,N,
820,109,NA,NA,,,,,,,Y,Low Salary
821,101,Gold,Gold,100000,3,23-09-2023,44828,Fuel,Paid,N,
822,595,Silver,Silver,50000,2,20-07-2023,46702,Electronics,Paid,N,
823,791,NA,NA,,,,,,,Y,Low CIBIL
824,354,NA,NA,,,,,,,Y,Low Salary
825,495,NA,NA,,,,,,,Y,Low Salary
826,303,NA,NA,,,,,,,Y,Unstable Employment
827,88,Silver,Silver,50000,2,14-03-2023,40664,Dining,Paid,N,
828,320,Silver,Silver,50000,2,16-04-2023,24707,Fuel,Paid,N,
829,495,NA,NA,,,,,,,Y,High Debt
830,488,NA,NA,,,,,,,Y,Low Salary
831,449,Gold,Gold,100000,3,03-06-2023,21119,Groceries,Paid,N,
832,830,NA,NA,,,,,,,Y,Low Salary
833,24,NA,NA,,,,,,,Y,High Debt
834,664,NA,NA,,,,,,,Y,Low Salary
835,694,Gold,Gold,100000,3,05-05-2023,25345,Fuel,Paid,N,
836,179,NA,NA,,,,,,,Y,Low CIBIL
837,339,NA,NA,,,,,,,Y,Unstable Employment
838,474,NA,NA,,,,,,,Y,Low CIBIL
839,817,Platinum,Platinum,300000,4,06-04-2023,24810,Electronics,Paid,N,
840,406,Gold,Gold,100000,3,12-04-2023,38399,Electronics,Paid,N,
841,607,Gold,Gold,100000,3,27-12-2023,31062,Travel,Paid,N,
842,211,Gold,Gold,100000,3,02-02-2023,28536,Fuel,Paid,N,
843,105,Gold,Gold,100000,3,11-04-2023,9197,Electronics,Paid,N,
844,117,Gold,Gold,100000,3,08-09-2023,18013,Fuel,Paid,N,
845,655,NA,NA,,,,,,,Y,High Debt
846,612,Gold,Gold,100000,3,28-10-2023,43539,Groceries,Paid,N,
847,357,Platinum,Platinum,300000,4,13-11-2023,3645,Travel,Paid,N,
848,834,NA,NA,,,,,,,Y,High Debt
849,630,Silver,Silver,50000,2,10-06-2023,28318,Groceries,Paid,N,
850,245,Platinum,Platinum,300000,4,11-07-2023,31044,Travel,Paid,N,
851,524,Gold,Gold,100000,3,12-03-2023,13600,Fuel,Paid,N,
852,393,NA,NA,,,,,,,Y,Unstable Employment
853,191,NA,NA,,,,,,,Y,Unstable Employment
