customer_id,age,Gender,city,locality,employment,annual_salary,existing_loans,cibil_score,is_eligible,age_band,recalculated_Eligibility,salary_band,cibil_band
321,48,F,Pune,Urban,Salaried,830799,1,729,N,35-60,N,High,Average
322,50,M,Chennai,Semi-Urban,Salaried,939104,2,681,N,35-60,N,High,Average
323,49,M,Pune,Urban,Salaried,800981,1,690,N,35-60,N,High,Average
324,26,M,Hyderabad,Urban,Salaried,1073720,4,651,N,25-35,N,High,Average
325,55,M,Pune,Semi-Urban,Salaried,1243681,4,755,Y,35-60,Y,High,Good
326,18,F,Hyderabad,Urban,Student,4581,0,501,N,18-25,N,Low,Poor
327,57,M,Hyderabad,Rural,Salaried,1500002,0,829,Y,35-60,Y,High,Good
328,44,M,Hyderabad,Urban,Salaried,1634649,3,809,Y,35-60,Y,High,Good
329,49,F,Delhi,Urban,Salaried,1508468,1,833,Y,35-60,Y,High,Good
330,51,F,Hyderabad,Urban,Self-Employed,1410152,1,771,Y,35-60,Y,High,Good
331,55,F,Hyderabad,Semi-Urban,Self-Employed,1233667,1,812,Y,35-60,Y,High,Good
332,53,F,Chennai,Urban,Salaried,1426101,1,816,Y,35-60,Y,High,Good
333,41,M,Bangalore,Semi-Urban,Unemployed,13780,4,470,N,35-60,N,Low,Poor
334,52,M,Mumbai,Urban,Salaried,568733,1,603,N,35-60,N,High,Poor
335,43,F,Bangalore,Semi-Urban,Salaried,1180096,3,741,N,35-60,N,High,Average
336,53,M,Hyderabad,Urban,Salaried,1263443,4,729,N,35-60,N,High,Average
337,23,M,Chennai,Urban,Salaried,1793285,1,900,Y,18-25,Y,High,Good
338,38,M,Pune,Semi-Urban,Self-Employed,2451340,0,900,Y,35-60,Y,High,Good
339,45,F,Chennai,Urban,Salaried,917614,2,675,N,35-60,N,High,Average
340,62,M,Hyderabad,Urban,Retired,1127385,2,731,N,60+,N,High,Average
341,24,F,Chennai,Rural,Student,11476,0,495,N,18-25,N,Low,Poor
342,23,M,Chennai,Urban,Salaried,1892173,4,837,Y,18-25,Y,High,Good
343,60,M,Hyderabad,Semi-Urban,Salaried,1927059,1,900,Y,60+,Y,High,Good
344,44,M,Delhi,Urban,Salaried,1374477,4,761,Y,35-60,Y,High,Good
345,52,F,Chennai,Semi-Urban,Salaried,1773300,3,835,Y,35-60,Y,High,Good
346,42,M,Mumbai,Urban,Salaried,767927,0,671,N,35-60,N,High,Average
347,43,F,Mumbai,Urban,Self-Employed,1848328,0,900,Y,35-60,Y,High,Good
348,22,F,Chennai,Rural,Salaried,1626980,2,878,Y,18-25,Y,High,Good
349,47,F,Delhi,Semi-Urban,Salaried,949285,2,667,N,35-60,N,High,Average
350,62,M,Pune,Urban,Retired,547584,2,626,N,60+,N,High,Poor
351,22,M,Hyderabad,Urban,Self-Employed,1655802,1,833,Y,18-25,Y,High,Good
352,46,M,Mumbai,Rural,Salaried,1192015,3,731,N,35-60,N,High,Average
353,37,M,Pune,Urban,Salaried,880971,3,695,N,35-60,N,High,Average
354,60,F,Chennai,Semi-Urban,Salaried,686350,3,641,N,60+,N,High,Poor
355,53,F,Pune,Semi-Urban,Salaried,472502,3,545,N,35-60,N,Medium,Poor
356,29,F,Bangalore,Urban,Salaried,1856570,2,854,Y,25-35,Y,High,Good
357,63,M,Mumbai,Urban,Retired,1951348,0,900,Y,60+,Y,High,Good
358,18,F,Chennai,Semi-Urban,Student,8931,1,550,N,18-25,N,Low,Poor
359,49,M,Hyderabad,Urban,Salaried,1154741,3,677,N,35-60,N,High,Average
360,62,F,Delhi,Urban,Retired,2273615,2,900,Y,60+,Y,High,Good
361,46,M,Chennai,Rural,Salaried,1212935,3,738,N,35-60,N,High,Average
362,55,M,Hyderabad,Urban,Self-Employed,699777,4,563,N,35-60,N,High,Poor
363,45,F,Delhi,Semi-Urban,Salaried,441449,0,613,N,35-60,N,Medium,Poor
364,44,F,Delhi,Urban,Self-Employed,1436995,4,736,N,35-60,N,High,Average
365,33,F,Chennai,Urban,Salaried,595920,1,652,N,25-35,N,High,Average
366,27,F,Pune,Urban,Salaried,1221287,2,716,N,25-35,N,High,Average
367,56,M,Pune,Urban,Salaried,1928662,1,900,Y,35-60,Y,High,Good
368,40,F,Delhi,Urban,Self-Employed,385370,2,565,N,35-60,N,Medium,Poor
369,21,F,Pune,Urban,Salaried,1156636,4,653,N,18-25,N,High,Average
370,28,F,Bangalore,Semi-Urban,Salaried,1172639,3,763,Y,25-35,Y,High,Good
371,36,M,Delhi,Urban,Salaried,748377,3,646,N,35-60,N,High,Poor
372,34,M,Delhi,Urban,Salaried,1147084,2,764,Y,25-35,Y,High,Good
373,32,F,Hyderabad,Urban,Salaried,791830,3,599,N,25-35,N,High,Poor
374,43,M,Pune,Urban,Salaried,1216004,4,737,N,35-60,N,High,Average
375,35,F,Delhi,Urban,Unemployed,20922,3,471,N,35-60,N,Low,Poor
376,48,M,Bangalore,Urban,Self-Employed,677244,4,636,N,35-60,N,High,Poor
377,54,M,Hyderabad,Urban,Unemployed,76996,1,571,N,35-60,N,Low,Poor
378,22,M,Chennai,Urban,Salaried,1758760,4,856,Y,18-25,Y,High,Good
379,21,M,Delhi,Urban,Student,4382,0,591,N,18-25,N,Low,Poor
380,43,F,Bangalore,Urban,Self-Employed,768895,0,654,N,35-60,N,High,Average
381,42,F,Mumbai,Urban,Self-Employed,1525393,0,811,Y,35-60,Y,High,Good
382,45,F,Bangalore,Urban,Salaried,717216,2,628,N,35-60,N,High,Poor
383,42,M,Bangalore,Semi-Urban,Salaried,1231515,2,795,Y,35-60,Y,High,Good
384,42,F,Hyderabad,Urban,Self-Employed,2459821,2,900,Y,35-60,Y,High,Good
385,62,F,Chennai,Rural,Retired,1092330,4,713,N,60+,N,High,Average
386,26,F,Mumbai,Urban,Salaried,580539,2,591,N,25-35,N,High,Poor
387,35,M,Pune,Urban,Salaried,1320747,1,766,Y,35-60,Y,High,Good
388,19,M,Pune,Urban,Student,4821,0,549,N,18-25,N,Low,Poor
389,21,M,Bangalore,Urban,Student,2647,0,491,N,18-25,N,Low,Poor
390,53,F,Hyderabad,Semi-Urban,Unemployed,137150,0,599,N,35-60,N,Medium,Poor
391,28,F,Hyderabad,Urban,Salaried,1247135,2,740,N,25-35,N,High,Average
392,64,F,Pune,Rural,Retired,1706396,4,775,Y,60+,Y,High,Good
393,64,M,Mumbai,Urban,Retired,946012,3,641,N,60+,N,High,Poor
394,25,M,Chennai,Urban,Salaried,1935765,1,871,Y,25-35,Y,High,Good
395,59,F,Mumbai,Urban,Salaried,1193659,2,772,Y,35-60,Y,High,Good
396,24,M,Delhi,Urban,Salaried,1024857,2,737,N,18-25,N,High,Average
397,26,M,Delhi,Urban,Salaried,788029,1,688,N,25-35,N,High,Average
398,52,M,Chennai,Semi-Urban,Salaried,1990056,1,900,Y,35-60,Y,High,Good
399,24,M,Pune,Semi-Urban,Student,19465,0,496,N,18-25,N,Low,Poor
400,55,F,Chennai,Urban,Salaried,650164,2,642,N,35-60,N,High,Poor
401,19,M,Hyderabad,Semi-Urban,Student,11187,1,535,N,18-25,N,Low,Poor
402,36,M,Delhi,Rural,Salaried,1806798,0,875,Y,35-60,Y,High,Good
403,33,M,Bangalore,Rural,Salaried,1443457,4,714,N,25-35,N,High,Average
404,62,M,Bangalore,Urban,Retired,542934,4,567,N,60+,N,High,Poor
405,50,F,Pune,Semi-Urban,Salaried,432659,0,613,N,35-60,N,Medium,Poor
406,39,F,Hyderabad,Urban,Salaried,1994552,4,849,Y,35-60,Y,High,Good
407,37,M,Mumbai,Rural,Self-Employed,889872,1,755,Y,35-60,Y,High,Good
408,39,M,Hyderabad,Urban,Salaried,1047108,4,643,N,35-60,N,High,Poor
409,48,M,Bangalore,Urban,Salaried,1162318,4,751,Y,35-60,Y,High,Good
410,46,M,Bangalore,Semi-Urban,Salaried,1236320,0,831,Y,35-60,Y,High,Good
411,57,M,Delhi,Urban,Unemployed,29432,3,514,N,35-60,N,Low,Poor
412,46,M,Hyderabad,Rural,Self-Employed,2325838,4,900,Y,35-60,Y,High,Good
413,43,F,Hyderabad,Rural,Self-Employed,1478265,4,718,N,35-60,N,High,Average
414,29,M,Bangalore,Semi-Urban,Salaried,1683093,3,786,Y,25-35,Y,High,Good
415,32,F,Mumbai,Urban,Self-Employed,1463865,0,817,Y,25-35,Y,High,Good
416,21,F,Pune,Semi-Urban,Self-Employed,1581604,3,816,Y,18-25,Y,High,Good
417,21,M,Pune,Urban,Salaried,567598,0,649,N,18-25,N,High,Poor
418,54,F,Hyderabad,Urban,Unemployed,74960,1,516,N,35-60,N,Low,Poor
419,52,F,Pune,Semi-Urban,Salaried,1450997,0,882,Y,35-60,Y,High,Good
420,23,F,Bangalore,Urban,Student,19754,0,582,N,18-25,N,Low,Poor
421,21,F,Bangalore,Urban,Student,2401,1,589,N,18-25,N,Low,Poor
422,21,F,Hyderabad,Rural,Salaried,732829,0,685,N,18-25,N,High,Average
423,36,F,Hyderabad,Urban,Salaried,516750,2,639,N,35-60,N,High,Poor
424,59,M,Delhi,Urban,Unemployed,120592,0,546,N,35-60,N,Medium,Poor
425,25,F,Hyderabad,Rural,Salaried,534000,4,541,N,25-35,N,High,Poor
426,42,F,Mumbai,Urban,Salaried,1080277,4,729,N,35-60,N,High,Average
427,49,F,Pune,Semi-Urban,Unemployed,59993,2,531,N,35-60,N,Low,Poor
428,23,M,Hyderabad,Rural,Salaried,1477228,1,842,Y,18-25,Y,High,Good
429,32,F,Chennai,Rural,Salaried,1226352,2,784,Y,25-35,Y,High,Good
430,46,M,Delhi,Semi-Urban,Salaried,808069,4,611,N,35-60,N,High,Poor
431,36,F,Chennai,Urban,Salaried,1951536,2,900,Y,35-60,Y,High,Good
432,57,M,Bangalore,Urban,Salaried,1152557,0,754,Y,35-60,Y,High,Good
433,42,M,Pune,Semi-Urban,Salaried,1566092,2,816,Y,35-60,Y,High,Good
434,49,F,Hyderabad,Rural,Salaried,679653,1,626,N,35-60,N,High,Poor
435,34,F,Chennai,Urban,Salaried,1410178,0,871,Y,25-35,Y,High,Good
436,48,M,Pune,Urban,Self-Employed,487069,3,633,N,35-60,N,Medium,Poor
437,25,F,Bangalore,Urban,Salaried,866510,4,684,N,25-35,N,High,Average
438,50,M,Mumbai,Urban,Salaried,1589660,4,745,N,35-60,N,High,Average
439,25,M,Delhi,Semi-Urban,Self-Employed,1540894,2,779,Y,25-35,Y,High,Good
440,32,M,Pune,Urban,Salaried,1938197,0,900,Y,25-35,Y,High,Good
441,36,M,Pune,Rural,Salaried,1008092,3,694,N,35-60,N,High,Average
442,46,M,Mumbai,Semi-Urban,Salaried,1733370,0,899,Y,35-60,Y,High,Good
443,19,F,Pune,Urban,Student,16617,1,466,N,18-25,N,Low,Poor
444,41,M,Bangalore,Semi-Urban,Salaried,899792,0,734,N,35-60,N,High,Average
445,59,M,Bangalore,Urban,Salaried,1875326,3,900,Y,35-60,Y,High,Good
446,56,F,Mumbai,Urban,Self-Employed,873607,2,702,N,35-60,N,High,Average
447,53,M,Delhi,Semi-Urban,Salaried,964635,1,769,Y,35-60,Y,High,Good
448,50,F,Hyderabad,Semi-Urban,Salaried,968629,0,790,Y,35-60,Y,High,Good
449,57,F,Chennai,Semi-Urban,Salaried,1471248,1,850,Y,35-60,Y,High,Good
450,43,F,Hyderabad,Urban,Salaried,1807734,4,838,Y,35-60,Y,High,Good
451,30,M,Pune,Urban,Self-Employed,1633640,2,863,Y,25-35,Y,High,Good
452,25,M,Chennai,Semi-Urban,Salaried,813953,2,696,N,25-35,N,High,Average
453,56,M,Mumbai,Urban,Salaried,717582,0,684,N,35-60,N,High,Average
454,54,F,Mumbai,Urban,Salaried,344036,2,565,N,35-60,N,Medium,Poor
455,51,M,Delhi,Urban,Self-Employed,1447017,0,856,Y,35-60,Y,High,Good
456,30,F,Chennai,Semi-Urban,Salaried,442867,0,640,N,25-35,N,Medium,Poor
457,39,M,Bangalore,Urban,Salaried,1418597,1,795,Y,35-60,Y,High,Good
458,52,F,Chennai,Semi-Urban,Salaried,669349,2,663,N,35-60,N,High,Average
459,21,M,Pune,Rural,Salaried,1809946,0,900,Y,18-25,Y,High,Good
460,25,M,Bangalore,Urban,Salaried,985503,1,748,N,25-35,N,High,Average
461,24,M,Mumbai,Urban,Salaried,722641,3,634,N,18-25,N,High,Poor
462,36,F,Chennai,Urban,Salaried,637283,1,680,N,35-60,N,High,Average
463,44,F,Hyderabad,Rural,Salaried,1060592,1,734,N,35-60,N,High,Average
464,36,M,Delhi,Urban,Salaried,1878232,0,889,Y,35-60,Y,High,Good
465,23,M,Hyderabad,Urban,Student,3866,0,494,N,18-25,N,Low,Poor
466,48,F,Delhi,Urban,Salaried,883117,4,610,N,35-60,N,High,Poor
467,52,F,Pune,Semi-Urban,Self-Employed,641180,4,552,N,35-60,N,High,Poor
468,47,F,Hyderabad,Urban,Salaried,1802086,1,900,Y,35-60,Y,High,Good
469,40,M,Chennai,Semi-Urban,Salaried,1101151,0,802,Y,35-60,Y,High,Good
470,44,F,Chennai,Rural,Salaried,1902091,2,893,Y,35-60,Y,High,Good
471,32,M,Hyderabad,Urban,Salaried,933718,1,716,N,25-35,N,High,Average
472,55,F,Chennai,Semi-Urban,Salaried,700782,1,629,N,35-60,N,High,Poor
473,24,M,Pune,Urban,Student,9410,0,523,N,18-25,N,Low,Poor
474,53,F,Bangalore,Rural,Salaried,878110,3,618,N,35-60,N,High,Poor
475,21,F,Pune,Semi-Urban,Student,10630,0,588,N,18-25,N,Low,Poor
476,57,F,Delhi,Rural,Salaried,708302,3,598,N,35-60,N,High,Poor
477,32,F,Pune,Urban,Self-Employed,997410,3,718,N,25-35,N,High,Average
478,23,F,Delhi,Urban,Salaried,449395,4,544,N,18-25,N,Medium,Poor
479,21,M,Chennai,Urban,Self-Employed,1185783,0,761,Y,18-25,Y,High,Good
480,53,F,Bangalore,Urban,Salaried,1657719,3,857,Y,35-60,Y,High,Good
481,60,F,Chennai,Urban,Self-Employed,2409932,0,900,Y,60+,Y,High,Good
482,30,F,Mumbai,Urban,Salaried,1109340,4,738,N,25-35,N,High,Average
483,63,M,Chennai,Urban,Retired,2015520,0,900,Y,60+,Y,High,Good
484,64,F,Delhi,Urban,Retired,1736998,1,893,Y,60+,Y,High,Good
485,22,M,Chennai,Semi-Urban,Student,8298,1,480,N,18-25,N,Low,Poor
486,33,F,Chennai,Urban,Salaried,1792017,0,900,Y,25-35,Y,High,Good
487,32,F,Bangalore,Urban,Self-Employed,1991888,2,900,Y,25-35,Y,High,Good
488,22,M,Chennai,Urban,Student,6856,0,547,N,18-25,N,Low,Poor
489,22,F,Bangalore,Urban,Self-Employed,1991599,3,880,Y,18-25,Y,High,Good
490,55,M,Hyderabad,Rural,Salaried,422019,4,538,N,35-60,N,Medium,Poor
491,43,M,Mumbai,Urban,Salaried,671852,4,616,N,35-60,N,High,Poor
492,37,F,Bangalore,Semi-Urban,Unemployed,9343,3,538,N,35-60,N,Low,Poor
493,46,M,Delhi,Rural,Salaried,1448836,1,846,Y,35-60,Y,High,Good
494,28,F,Hyderabad,Semi-Urban,Salaried,1519439,1,786,Y,25-35,Y,High,Good
495,49,F,Bangalore,Semi-Urban,Self-Employed,934494,4,698,N,35-60,N,High,Average
496,46,M,Bangalore,Semi-Urban,Self-Employed,843731,4,628,N,35-60,N,High,Poor
497,30,M,Mumbai,Rural,Salaried,1054471,3,694,N,25-35,N,High,Average
498,46,M,Delhi,Semi-Urban,Self-Employed,910187,1,711,N,35-60,N,High,Average
499,54,M,Pune,Urban,Self-Employed,346143,4,567,N,35-60,N,Medium,Poor
500,61,F,Pune,Semi-Urban,Retired,444771,1,595,N,60+,N,Medium,Poor
501,21,F,Bangalore,Urban,Student,18241,0,493,N,18-25,N,Low,Poor
502,24,M,Chennai,Semi-Urban,Salaried,960673,0,771,Y,18-25,Y,High,Good
503,31,F,Delhi,Urban,Salaried,411362,2,617,N,25-35,N,Medium,Poor
504,49,F,Hyderabad,Urban,Salaried,1639527,0,895,Y,35-60,Y,High,Good
505,56,F,Chennai,Urban,Salaried,476298,4,612,N,35-60,N,Medium,Poor
506,24,F,Chennai,Urban,Student,8557,0,481,N,18-25,N,Low,Poor
507,41,M,Delhi,Urban,Salaried,773288,2,652,N,35-60,N,High,Average
508,56,M,Bangalore,Urban,Salaried,565702,4,628,N,35-60,N,High,Poor
509,30,F,Bangalore,Urban,Salaried,1292812,4,767,Y,25-35,Y,High,Good
510,57,M,Bangalore,Urban,Salaried,612257,1,618,N,35-60,N,High,Poor
511,29,M,Bangalore,Semi-Urban,Salaried,1253847,4,760,Y,25-35,Y,High,Good
512,44,M,Pune,Urban,Salaried,1406795,3,808,Y,35-60,Y,High,Good
513,55,F,Bangalore,Urban,Salaried,1254470,4,704,N,35-60,N,High,Average
514,22,F,Pune,Semi-Urban,Student,17399,1,505,N,18-25,N,Low,Poor
515,56,F,Pune,Urban,Salaried,581373,4,577,N,35-60,N,High,Poor
516,38,M,Bangalore,Urban,Salaried,1900741,1,898,Y,35-60,Y,High,Good
517,59,F,Mumbai,Rural,Salaried,489073,3,626,N,35-60,N,Medium,Poor
518,52,F,Hyderabad,Rural,Self-Employed,609281,0,669,N,35-60,N,High,Average
519,44,M,Chennai,Urban,Salaried,1124516,3,725,N,35-60,N,High,Average
520,43,F,Pune,Urban,Salaried,1168212,1,750,N,35-60,N,High,Good
521,52,F,Delhi,Rural,Salaried,1310396,3,724,N,35-60,N,High,Average
522,57,M,Delhi,Semi-Urban,Unemployed,147878,4,470,N,35-60,N,Medium,Poor
523,32,M,Hyderabad,Urban,Salaried,519707,4,526,N,25-35,N,High,Poor
524,33,M,Delhi,Semi-Urban,Self-Employed,1335610,1,795,Y,25-35,Y,High,Good
525,43,F,Mumbai,Urban,Salaried,471389,2,612,N,35-60,N,Medium,Poor
526,45,F,Delhi,Urban,Salaried,1760886,4,844,Y,35-60,Y,High,Good
527,55,F,Chennai,Urban,Self-Employed,1309165,0,828,Y,35-60,Y,High,Good
528,61,M,Chennai,Semi-Urban,Retired,1405797,1,831,Y,60+,Y,High,Good
529,23,M,Pune,Urban,Student,5949,0,536,N,18-25,N,Low,Poor
530,20,F,Bangalore,Semi-Urban,Student,511,0,470,N,18-25,N,Low,Poor
531,19,F,Mumbai,Urban,Student,3331,1,581,N,18-25,N,Low,Poor
532,45,M,Pune,Urban,Salaried,1125963,4,732,N,35-60,N,High,Average
533,42,M,Mumbai,Urban,Self-Employed,826515,1,739,N,35-60,N,High,Average
534,33,M,Bangalore,Semi-Urban,Salaried,565308,0,643,N,25-35,N,High,Poor
535,21,M,Delhi,Urban,Student,19796,1,487,N,18-25,N,Low,Poor
536,56,F,Delhi,Urban,Salaried,1127679,1,752,Y,35-60,Y,High,Good
537,32,M,Bangalore,Rural,Self-Employed,1009401,3,691,N,25-35,N,High,Average
538,61,F,Pune,Urban,Retired,874887,1,696,N,60+,N,High,Average
539,39,F,Bangalore,Rural,Salaried,764761,2,709,N,35-60,N,High,Average
540,32,F,Hyderabad,Urban,Salaried,1858244,1,900,Y,25-35,Y,High,Good
541,29,M,Chennai,Semi-Urban,Self-Employed,1176921,2,782,Y,25-35,Y,High,Good
542,27,M,Pune,Urban,Salaried,1538227,1,835,Y,25-35,Y,High,Good
543,48,M,Mumbai,Rural,Salaried,1849317,2,900,Y,35-60,Y,High,Good
544,34,M,Hyderabad,Urban,Self-Employed,318207,3,582,N,25-35,N,Medium,Poor
545,51,F,Pune,Urban,Salaried,634199,4,602,N,35-60,N,High,Poor
546,39,M,Bangalore,Urban,Salaried,1188698,2,773,Y,35-60,Y,High,Good
547,36,M,Bangalore,Urban,Salaried,1688990,2,811,Y,35-60,Y,High,Good
548,25,F,Bangalore,Urban,Salaried,411426,3,548,N,25-35,N,Medium,Poor
549,55,M,Bangalore,Rural,Salaried,1859657,2,898,Y,35-60,Y,High,Good
550,32,F,Mumbai,Urban,Salaried,434794,0,665,N,25-35,N,Medium,Average
551,45,F,Hyderabad,Semi-Urban,Salaried,1706352,3,844,Y,35-60,Y,High,Good
552,41,F,Delhi,Semi-Urban,Salaried,845726,0,762,Y,35-60,Y,High,Good
553,56,F,Chennai,Semi-Urban,Self-Employed,2391008,3,900,Y,35-60,Y,High,Good
554,43,F,Mumbai,Urban,Salaried,1775368,2,850,Y,35-60,Y,High,Good
555,36,F,Mumbai,Urban,Salaried,742244,0,714,N,35-60,N,High,Average
556,25,F,Delhi,Semi-Urban,Student,17481,0,566,N,25-35,N,Low,Poor
557,62,F,Delhi,Rural,Retired,1136309,3,752,Y,60+,Y,High,Good
558,59,M,Chennai,Urban,Salaried,790999,2,666,N,35-60,N,High,Average
559,34,M,Chennai,Urban,Self-Employed,867762,0,748,N,25-35,N,High,Average
560,23,M,Delhi,Urban,Student,16691,1,580,N,18-25,N,Low,Poor
561,25,M,Bangalore,Rural,Self-Employed,2038053,2,900,Y,25-35,Y,High,Good
562,55,F,Mumbai,Urban,Self-Employed,657407,1,666,N,35-60,N,High,Average
563,43,M,Pune,Urban,Self-Employed,1121158,3,731,N,35-60,N,High,Average
564,49,F,Chennai,Rural,Salaried,1603306,3,854,Y,35-60,Y,High,Good
565,63,M,Chennai,Urban,Retired,1545308,2,812,Y,60+,Y,High,Good
566,31,M,Delhi,Urban,Salaried,720602,1,654,N,25-35,N,High,Average
567,25,M,Hyderabad,Semi-Urban,Student,17361,0,577,N,25-35,N,Low,Poor
568,32,F,Pune,Rural,Salaried,575848,4,621,N,25-35,N,High,Poor
569,29,M,Pune,Urban,Salaried,356635,4,543,N,25-35,N,Medium,Poor
570,30,F,Chennai,Urban,Salaried,1219627,2,786,Y,25-35,Y,High,Good
571,64,F,Bangalore,Urban,Retired,1651430,1,888,Y,60+,Y,High,Good
572,37,M,Hyderabad,Urban,Salaried,1065197,1,715,N,35-60,N,High,Average
573,21,M,Pune,Semi-Urban,Student,18877,0,489,N,18-25,N,Low,Poor
574,27,M,Chennai,Urban,Self-Employed,1411328,0,797,Y,25-35,Y,High,Good
575,33,F,Pune,Urban,Salaried,1559770,1,827,Y,25-35,Y,High,Good
576,60,M,Hyderabad,Urban,Self-Employed,478584,4,535,N,60+,N,Medium,Poor
577,62,F,Hyderabad,Urban,Retired,2480038,0,900,Y,60+,Y,High,Good
578,29,F,Mumbai,Urban,Salaried,1427113,0,801,Y,25-35,Y,High,Good
579,47,M,Delhi,Rural,Salaried,1136690,2,723,N,35-60,N,High,Average
580,22,M,Delhi,Urban,Salaried,385166,1,633,N,18-25,N,Medium,Poor
581,25,F,Chennai,Semi-Urban,Salaried,675854,2,613,N,25-35,N,High,Poor
582,49,F,Hyderabad,Semi-Urban,Salaried,1646419,1,838,Y,35-60,Y,High,Good
583,24,F,Mumbai,Urban,Student,18425,1,503,N,18-25,N,Low,Poor
584,58,M,Mumbai,Urban,Salaried,1164285,2,709,N,35-60,N,High,Average
585,39,F,Pune,Urban,Self-Employed,547883,2,646,N,35-60,N,High,Poor
586,28,M,Pune,Urban,Salaried,859073,4,652,N,25-35,N,High,Average
587,21,F,Mumbai,Urban,Salaried,463052,2,587,N,18-25,N,Medium,Poor
588,42,F,Pune,Urban,Self-Employed,1006079,1,780,Y,35-60,Y,High,Good
589,22,M,Hyderabad,Urban,Student,3516,1,530,N,18-25,N,Low,Poor
590,27,F,Bangalore,Semi-Urban,Salaried,1743401,2,859,Y,25-35,Y,High,Good
591,45,M,Hyderabad,Urban,Salaried,366253,2,551,N,35-60,N,Medium,Poor
592,24,M,Mumbai,Semi-Urban,Salaried,778697,3,638,N,18-25,N,High,Poor
593,56,F,Mumbai,Urban,Salaried,915416,2,649,N,35-60,N,High,Poor
594,26,M,Hyderabad,Rural,Salaried,461081,0,635,N,25-35,N,Medium,Poor
595,51,M,Pune,Urban,Salaried,1214013,4,729,N,35-60,N,High,Average
596,39,F,Pune,Urban,Salaried,935254,0,720,N,35-60,N,High,Average
597,64,M,Delhi,Semi-Urban,Retired,1436430,4,772,Y,60+,Y,High,Good
598,59,M,Mumbai,Urban,Salaried,923640,3,692,N,35-60,N,High,Average
599,47,M,Chennai,Urban,Salaried,719149,2,657,N,35-60,N,High,Average
600,30,F,Delhi,Rural,Salaried,1047567,2,678,N,25-35,N,High,Average
601,46,M,Pune,Urban,Self-Employed,2029810,2,900,Y,35-60,Y,High,Good
602,23,F,Hyderabad,Urban,Student,11506,1,478,N,18-25,N,Low,Poor
603,59,F,Pune,Semi-Urban,Salaried,1460714,2,792,Y,35-60,Y,High,Good
604,23,M,Hyderabad,Rural,Self-Employed,562916,0,688,N,18-25,N,High,Average
605,33,M,Delhi,Semi-Urban,Salaried,340149,2,596,N,25-35,N,Medium,Poor
606,48,M,Mumbai,Urban,Salaried,648844,3,578,N,35-60,N,High,Poor
607,40,F,Pune,Semi-Urban,Salaried,1183190,0,745,N,35-60,N,High,Average
608,48,M,Hyderabad,Urban,Salaried,1827504,2,900,Y,35-60,Y,High,Good
609,28,M,Mumbai,Semi-Urban,Self-Employed,378447,2,594,N,25-35,N,Medium,Poor
610,22,M,Chennai,Rural,Student,17524,0,541,N,18-25,N,Low,Poor
611,59,M,Hyderabad,Semi-Urban,Salaried,1912033,4,822,Y,35-60,Y,High,Good
612,21,M,Delhi,Rural,Salaried,1134379,0,733,N,18-25,N,High,Average
613,23,F,Chennai,Urban,Salaried,1526872,1,849,Y,18-25,Y,High,Good
614,33,F,Chennai,Semi-Urban,Salaried,1132297,3,757,Y,25-35,Y,High,Good
615,48,M,Bangalore,Semi-Urban,Salaried,980913,4,693,N,35-60,N,High,Average
616,45,M,Pune,Urban,Salaried,1715221,0,900,Y,35-60,Y,High,Good
617,53,M,Hyderabad,Rural,Salaried,1671130,2,823,Y,35-60,Y,High,Good
618,58,M,Chennai,Urban,Salaried,1714474,0,900,Y,35-60,Y,High,Good
619,26,F,Bangalore,Semi-Urban,Salaried,653039,2,638,N,25-35,N,High,Poor
620,64,M,Delhi,Semi-Urban,Retired,1242320,4,676,N,60+,N,High,Average
621,52,F,Mumbai,Semi-Urban,Self-Employed,1611425,2,798,Y,35-60,Y,High,Good
622,41,F,Hyderabad,Urban,Salaried,492994,3,606,N,35-60,N,Medium,Poor
623,36,M,Chennai,Urban,Unemployed,115700,2,540,N,35-60,N,Medium,Poor
624,41,F,Pune,Urban,Salaried,1160346,3,728,N,35-60,N,High,Average
625,31,F,Bangalore,Rural,Self-Employed,1300457,4,741,N,25-35,N,High,Average
626,23,F,Chennai,Urban,Student,16728,1,533,N,18-25,N,Low,Poor
627,56,F,Pune,Urban,Self-Employed,1819720,0,900,Y,35-60,Y,High,Good
628,55,M,Chennai,Semi-Urban,Salaried,1427787,3,785,Y,35-60,Y,High,Good
629,39,M,Hyderabad,Urban,Self-Employed,1237626,3,726,N,35-60,N,High,Average
630,40,F,Hyderabad,Semi-Urban,Salaried,1504654,1,817,Y,35-60,Y,High,Good
631,38,M,Hyderabad,Semi-Urban,Salaried,1651918,1,852,Y,35-60,Y,High,Good
632,61,M,Delhi,Rural,Retired,1240335,1,790,Y,60+,Y,High,Good
633,34,M,Delhi,Urban,Salaried,1774235,2,832,Y,25-35,Y,High,Good
634,35,M,Bangalore,Urban,Salaried,1259820,1,830,Y,35-60,Y,High,Good
635,25,M,Hyderabad,Urban,Student,19248,1,526,N,25-35,N,Low,Poor
636,21,F,Pune,Urban,Self-Employed,1338129,2,759,Y,18-25,Y,High,Good
637,23,M,Chennai,Urban,Salaried,1855929,4,803,Y,18-25,Y,High,Good
638,19,M,Mumbai,Urban,Student,16941,0,614,N,18-25,N,Low,Poor
639,43,M,Pune,Semi-Urban,Salaried,1209210,1,817,Y,35-60,Y,High,Good
640,31,M,Delhi,Semi-Urban,Unemployed,117018,4,504,N,25-35,N,Medium,Poor
