Transaction_id,customer_id,Card_Type,Card_Limit,card_id,purchase_date,purchase_amount,merchant_category,Payment_status,Applied_but_rejected,Rejection_reason
2182,184,Platinum,300000,3,09-09-202300:00:00,9666,Groceries,Paid,N,
1739,185,,,,,,,,Y,LowCIBIL
1151,186,,,,,,,,Y,HighDebt
1217,186,,,,,,,,Y,UnstableEmployment
173,187,,,,,,,,Y,LowSalary
1050,187,,,,,,,,Y,HighDebt
1555,187,,,,,,,,Y,LowCIBIL
1469,188,Gold,100000,2,13-04-202300:00:00,21210,Travel,Paid,N,
222,189,,,,,,,,Y,LowSalary
716,189,,,,,,,,Y,UnstableEmployment
743,189,,,,,,,,Y,LowSalary
1522,189,,,,,,,,Y,LowSalary
1719,189,,,,,,,,Y,UnstableEmployment
664,190,,,,,,,,Y,LowCIBIL
853,191,,,,,,,,Y,UnstableEmployment
1562,191,,,,,,,,Y,LowSalary
1691,191,,,,,,,,Y,LowCIBIL
504,192,,,,,,,,Y,LowSalary
524,192,,,,,,,,Y,UnstableEmployment
1009,192,,,,,,,,Y,HighDebt
1079,192,,,,,,,,Y,UnstableEmployment
1291,192,,,,,,,,Y,LowCIBIL
1394,192,,,,,,,,Y,LowCIBIL
1487,192,,,,,,,,Y,HighDebt
263,193,,,,,,,,Y,HighDebt
1141,193,,,,,,,,Y,LowCIBIL
1250,193,,,,,,,,Y,LowSalary
1559,193,,,,,,,,Y,HighDebt
2058,193,,,,,,,,Y,UnstableEmployment
925,194,,,,,,,,Y,UnstableEmployment
1548,194,,,,,,,,Y,UnstableEmployment
71,195,,,,,,,,Y,UnstableEmployment
590,195,,,,,,,,Y,LowCIBIL
727,195,,,,,,,,Y,LowSalary
1594,195,,,,,,,,Y,LowCIBIL
1603,195,,,,,,,,Y,UnstableEmployment
1734,195,,,,,,,,Y,HighDebt
276,196,,,,,,,,Y,LowCIBIL
1172,196,,,,,,,,Y,LowSalary
1666,196,,,,,,,,Y,HighDebt
214,197,Gold,100000,2,22-05-202300:00:00,33832,Fuel,Paid,N,
464,197,Gold,100000,2,21-03-202300:00:00,40493,Groceries,Paid,N,
757,197,Platinum,300000,3,17-05-202300:00:00,39063,Electronics,Paid,N,
1967,198,,,,,,,,Y,LowSalary
1346,199,Platinum,300000,3,18-06-202300:00:00,18960,Fuel,Paid,N,
857,200,,,,,,,,Y,UnstableEmployment
739,201,Signature,600000,4,19-10-202300:00:00,3142,Travel,Paid,N,
1867,201,Platinum,300000,3,12-06-202300:00:00,12453,Dining,Paid,N,
434,203,Gold,100000,2,02-12-202300:00:00,11937,Groceries,Paid,N,
1197,204,Gold,100000,2,25-09-202300:00:00,45248,Travel,Paid,N,
1580,204,Platinum,300000,3,08-12-202300:00:00,10396,Travel,Paid,N,
549,205,,,,,,,,Y,LowSalary
2110,205,,,,,,,,Y,LowCIBIL
1266,206,,,,,,,,Y,LowCIBIL
2186,206,,,,,,,,Y,UnstableEmployment
1609,207,,,,,,,,Y,LowSalary
2236,207,,,,,,,,Y,UnstableEmployment
679,208,,,,,,,,Y,LowCIBIL
1286,208,,,,,,,,Y,UnstableEmployment
103,209,,,,,,,,Y,HighDebt
1678,209,,,,,,,,Y,HighDebt
842,211,Platinum,300000,3,02-02-202300:00:00,28536,Fuel,Paid,N,
2080,211,Gold,100000,2,26-06-202300:00:00,34432,Travel,Paid,N,
1472,212,Gold,100000,2,08-05-202300:00:00,22719,Fuel,Paid,N,
1830,212,Platinum,300000,3,19-05-202300:00:00,16382,Travel,Paid,N,
767,213,Gold,100000,2,31-12-202300:00:00,35699,Electronics,Paid,N,
1801,214,,,,,,,,Y,HighDebt
1852,214,,,,,,,,Y,UnstableEmployment
871,215,,,,,,,,Y,HighDebt
1677,215,,,,,,,,Y,LowCIBIL
113,216,Gold,100000,2,01-07-202300:00:00,49548,Fuel,Paid,N,
1399,216,Gold,100000,2,30-07-202300:00:00,45906,Groceries,Paid,N,
1490,216,Platinum,300000,3,10-07-202300:00:00,42070,Dining,Paid,N,
1524,216,Gold,100000,2,18-02-202300:00:00,30325,Groceries,Paid,N,
55,217,,,,,,,,Y,LowCIBIL
764,217,,,,,,,,Y,UnstableEmployment
1184,217,,,,,,,,Y,LowSalary
1393,217,,,,,,,,Y,LowCIBIL
1877,217,,,,,,,,Y,LowCIBIL
31,218,,,,,,,,Y,UnstableEmployment
462,220,,,,,,,,Y,HighDebt
1633,220,,,,,,,,Y,UnstableEmployment
1639,220,,,,,,,,Y,HighDebt
2170,220,,,,,,,,Y,UnstableEmployment
2272,220,,,,,,,,Y,HighDebt
494,221,Gold,100000,2,08-11-202300:00:00,46921,Fuel,Paid,N,
991,221,Platinum,300000,3,31-12-202300:00:00,1968,Travel,Paid,N,
1252,221,Platinum,300000,3,08-04-202300:00:00,6282,Dining,Paid,N,
2103,221,Platinum,300000,3,01-08-202300:00:00,40530,Electronics,Paid,N,
706,223,Gold,100000,2,29-05-202300:00:00,22898,Travel,Paid,N,
1757,223,Platinum,300000,3,15-08-202300:00:00,35501,Groceries,Paid,N,
1863,223,Gold,100000,2,22-11-202300:00:00,3350,Groceries,Paid,N,
887,224,,,,,,,,Y,UnstableEmployment
1468,224,,,,,,,,Y,HighDebt
2142,224,,,,,,,,Y,LowCIBIL
2270,224,,,,,,,,Y,LowCIBIL
323,225,,,,,,,,Y,LowCIBIL
1022,225,,,,,,,,Y,LowSalary
1375,225,,,,,,,,Y,UnstableEmployment
1999,225,,,,,,,,Y,UnstableEmployment
59,226,Platinum,300000,3,20-11-202300:00:00,2048,Groceries,Paid,N,
2013,226,Platinum,300000,3,06-09-202300:00:00,21822,Groceries,Paid,N,
1154,228,,,,,,,,Y,HighDebt
1655,228,,,,,,,,Y,UnstableEmployment
122,229,Silver,50000,1,24-07-202300:00:00,4490,Dining,Paid,N,
1047,229,Silver,50000,1,19-12-202300:00:00,34153,Dining,Paid,N,
1155,229,Gold,100000,2,19-06-202300:00:00,28685,Dining,Paid,N,
1233,229,Gold,100000,2,01-05-202300:00:00,20141,Groceries,Paid,N,
488,230,,,,,,,,Y,LowSalary
957,230,,,,,,,,Y,HighDebt
1129,230,,,,,,,,Y,HighDebt
1183,230,,,,,,,,Y,LowCIBIL
2116,230,,,,,,,,Y,LowSalary
270,231,,,,,,,,Y,LowSalary
394,232,Platinum,300000,3,15-11-202300:00:00,9972,Fuel,Paid,N,
905,232,Platinum,300000,3,23-12-202300:00:00,32173,Dining,Default,N,
1175,232,Platinum,300000,3,22-02-202300:00:00,31488,Electronics,Paid,N,
2180,232,Platinum,300000,3,08-08-202300:00:00,1813,Travel,Paid,N,
299,233,,,,,,,,Y,LowSalary
1085,233,,,,,,,,Y,LowSalary
1537,233,,,,,,,,Y,LowSalary
383,234,Platinum,300000,3,21-08-202300:00:00,24281,Electronics,Paid,N,
1517,234,Platinum,300000,3,30-05-202300:00:00,8722,Dining,Paid,N,
28,235,Platinum,300000,3,25-07-202300:00:00,13607,Dining,Paid,N,
60,235,Platinum,300000,3,19-06-202300:00:00,5565,Groceries,Paid,N,
910,235,Signature,600000,4,22-02-202300:00:00,31474,Groceries,Paid,N,
1421,235,Signature,600000,4,15-07-202300:00:00,8461,Dining,Paid,N,
1529,235,Platinum,300000,3,15-08-202300:00:00,3286,Travel,Paid,N,
1411,236,,,,,,,,Y,UnstableEmployment
2010,236,,,,,,,,Y,LowSalary
1546,237,,,,,,,,Y,LowSalary
309,238,,,,,,,,Y,UnstableEmployment
1376,238,,,,,,,,Y,LowSalary
971,239,,,,,,,,Y,HighDebt
471,240,Gold,100000,2,29-08-202300:00:00,39053,Travel,Paid,N,
1378,240,Gold,100000,2,23-09-202300:00:00,528,Dining,Paid,N,
1200,241,Silver,50000,1,15-02-202300:00:00,20621,Groceries,Default,N,
1997,242,Silver,50000,1,29-09-202300:00:00,18533,Groceries,Paid,N,
708,243,,,,,,,,Y,HighDebt
1029,243,,,,,,,,Y,HighDebt
1488,243,,,,,,,,Y,HighDebt
497,244,Signature,600000,4,03-05-202300:00:00,4315,Electronics,Paid,N,
1281,244,Signature,600000,4,25-01-202300:00:00,46336,Electronics,Paid,N,
1917,244,Signature,600000,4,27-03-202300:00:00,28066,Travel,Paid,N,
850,245,Signature,600000,4,11-07-202300:00:00,31044,Travel,Paid,N,
1850,245,Platinum,300000,3,04-09-202300:00:00,10755,Electronics,Paid,N,
717,247,Platinum,300000,3,29-12-202300:00:00,5647,Travel,Paid,N,
1232,247,Signature,600000,4,26-01-202300:00:00,35050,Fuel,Paid,N,
1307,247,Platinum,300000,3,16-12-202300:00:00,27882,Dining,Paid,N,
206,248,Gold,100000,2,04-05-202300:00:00,37201,Electronics,Paid,N,
584,248,Gold,100000,2,19-08-202300:00:00,4170,Travel,Paid,N,
641,249,,,,,,,,Y,LowSalary
729,249,,,,,,,,Y,LowCIBIL
759,250,Gold,100000,2,11-02-202300:00:00,43799,Groceries,Paid,N,
1400,250,Gold,100000,2,31-10-202300:00:00,48157,Travel,Paid,N,
3,251,Gold,100000,2,22-02-202300:00:00,1345,Fuel,Paid,N,
705,251,Gold,100000,2,30-04-202300:00:00,13788,Fuel,Paid,N,
955,251,Gold,100000,2,16-07-202300:00:00,19135,Travel,Paid,N,
2257,252,Signature,600000,4,14-10-202300:00:00,20058,Electronics,Paid,N,
181,254,,,,,,,,Y,LowCIBIL
920,254,,,,,,,,Y,HighDebt
1026,254,,,,,,,,Y,LowCIBIL
2027,254,,,,,,,,Y,HighDebt
70,255,,,,,,,,Y,LowCIBIL
587,255,,,,,,,,Y,LowCIBIL
922,255,,,,,,,,Y,HighDebt
958,255,,,,,,,,Y,UnstableEmployment
1056,256,Platinum,300000,3,25-02-202300:00:00,2573,Groceries,Paid,N,
1118,256,Platinum,300000,3,04-07-202300:00:00,4923,Travel,Paid,N,
1743,257,Platinum,300000,3,31-12-202300:00:00,49428,Travel,Paid,N,
2192,257,Platinum,300000,3,18-11-202300:00:00,21823,Travel,Paid,N,
105,258,,,,,,,,Y,LowSalary
223,259,Signature,600000,4,03-02-202300:00:00,26063,Electronics,Paid,N,
812,259,Platinum,300000,3,13-07-202300:00:00,15782,Groceries,Paid,N,
1909,259,Platinum,300000,3,21-05-202300:00:00,5364,Dining,Paid,N,
519,260,,,,,,,,Y,LowSalary
1429,260,,,,,,,,Y,HighDebt
1940,260,,,,,,,,Y,HighDebt
2282,260,,,,,,,,Y,UnstableEmployment
129,261,Platinum,300000,3,01-01-202300:00:00,10479,Fuel,Paid,N,
1424,261,Signature,600000,4,12-02-202300:00:00,26640,Dining,Paid,N,
1683,262,Gold,100000,2,13-04-202300:00:00,11429,Fuel,Default,N,
1644,263,,,,,,,,Y,HighDebt
2255,263,,,,,,,,Y,LowCIBIL
332,264,,,,,,,,Y,UnstableEmployment
1458,264,,,,,,,,Y,HighDebt
1841,265,Platinum,300000,3,25-12-202300:00:00,13379,Dining,Paid,N,
174,267,,,,,,,,Y,UnstableEmployment
1156,267,,,,,,,,Y,HighDebt
1505,267,,,,,,,,Y,HighDebt
1540,267,,,,,,,,Y,LowCIBIL
91,268,Platinum,300000,3,10-06-202300:00:00,43669,Travel,Paid,N,
669,268,Signature,600000,4,01-02-202300:00:00,24898,Groceries,Paid,N,
13,271,,,,,,,,Y,LowSalary
233,271,,,,,,,,Y,LowSalary
336,271,,,,,,,,Y,LowSalary
1377,271,,,,,,,,Y,HighDebt
92,272,Platinum,300000,3,27-11-202300:00:00,8246,Dining,Paid,N,
95,272,Gold,100000,2,05-02-202300:00:00,16096,Travel,Paid,N,
369,272,Gold,100000,2,04-08-202300:00:00,28536,Fuel,Paid,N,
573,272,Gold,100000,2,02-08-202300:00:00,31225,Fuel,Paid,N,
1643,272,Platinum,300000,3,08-05-202300:00:00,35531,Travel,Paid,N,
241,273,Platinum,300000,3,26-03-202300:00:00,29353,Dining,Paid,N,
1027,273,Platinum,300000,3,23-04-202300:00:00,48415,Fuel,Paid,N,
1955,273,Platinum,300000,3,20-07-202300:00:00,12622,Fuel,Paid,N,
118,274,Gold,100000,2,25-02-202300:00:00,43833,Electronics,Paid,N,
2249,275,,,,,,,,Y,UnstableEmployment
795,276,Signature,600000,4,16-03-202300:00:00,39890,Groceries,Paid,N,
1107,276,Signature,600000,4,05-06-202300:00:00,21260,Dining,Default,N,
1112,276,Signature,600000,4,15-02-202300:00:00,21752,Travel,Paid,N,
1127,276,Signature,600000,4,16-12-202300:00:00,7325,Groceries,Paid,N,
1891,276,Signature,600000,4,23-10-202300:00:00,34940,Dining,Paid,N,
25,277,,,,,,,,Y,LowCIBIL
765,278,Platinum,300000,3,17-12-202300:00:00,1544,Dining,Paid,N,
1519,278,Signature,600000,4,05-07-202300:00:00,24574,Fuel,Paid,N,
1684,278,Platinum,300000,3,05-01-202300:00:00,15342,Groceries,Paid,N,
2137,278,Signature,600000,4,24-10-202300:00:00,3472,Dining,Paid,N,
157,279,,,,,,,,Y,HighDebt
244,279,,,,,,,,Y,UnstableEmployment
408,279,,,,,,,,Y,UnstableEmployment
983,279,,,,,,,,Y,LowCIBIL
1534,279,,,,,,,,Y,UnstableEmployment
397,280,,,,,,,,Y,HighDebt
410,280,,,,,,,,Y,LowCIBIL
521,280,,,,,,,,Y,LowSalary
1119,281,Platinum,300000,3,16-09-202300:00:00,10950,Electronics,Paid,N,
2293,281,Gold,100000,2,09-09-202300:00:00,10792,Electronics,Paid,N,
156,282,Platinum,300000,3,27-05-202300:00:00,11389,Travel,Paid,N,
569,282,Gold,100000,2,11-11-202300:00:00,17831,Fuel,Paid,N,
711,282,Gold,100000,2,30-10-202300:00:00,18551,Travel,Paid,N,
278,283,,,,,,,,Y,UnstableEmployment
355,283,,,,,,,,Y,LowCIBIL
700,283,,,,,,,,Y,LowCIBIL
363,284,,,,,,,,Y,LowCIBIL
878,284,,,,,,,,Y,LowCIBIL
1351,284,,,,,,,,Y,HighDebt
2054,284,,,,,,,,Y,LowSalary
176,285,Platinum,300000,3,11-02-202300:00:00,8277,Electronics,Paid,N,
252,285,Gold,100000,2,12-08-202300:00:00,29943,Electronics,Paid,N,
937,285,Gold,100000,2,19-09-202300:00:00,23263,Travel,Paid,N,
123,286,Gold,100000,2,23-05-202300:00:00,19573,Dining,Paid,N,
1010,287,Platinum,300000,3,18-01-202300:00:00,38341,Fuel,Paid,N,
1492,287,Platinum,300000,3,09-03-202300:00:00,30180,Fuel,Paid,N,
1700,287,Gold,100000,2,21-07-202300:00:00,45769,Travel,Paid,N,
1108,288,,,,,,,,Y,UnstableEmployment
1804,288,,,,,,,,Y,LowSalary
1329,289,,,,,,,,Y,UnstableEmployment
1563,289,,,,,,,,Y,HighDebt
1138,290,Platinum,300000,3,04-09-202300:00:00,21148,Groceries,Paid,N,
1846,290,Platinum,300000,3,07-03-202300:00:00,42755,Fuel,Paid,N,
140,291,,,,,,,,Y,HighDebt
1991,291,,,,,,,,Y,UnstableEmployment
480,292,,,,,,,,Y,LowSalary
654,292,,,,,,,,Y,UnstableEmployment
1124,292,,,,,,,,Y,LowSalary
1345,292,,,,,,,,Y,LowSalary
1552,292,,,,,,,,Y,HighDebt
2004,292,,,,,,,,Y,LowCIBIL
2101,292,,,,,,,,Y,HighDebt
548,293,,,,,,,,Y,UnstableEmployment
596,293,,,,,,,,Y,LowSalary
648,293,,,,,,,,Y,LowSalary
1445,293,,,,,,,,Y,LowCIBIL
1905,294,,,,,,,,Y,UnstableEmployment
633,295,,,,,,,,Y,LowSalary
2238,295,,,,,,,,Y,HighDebt
256,296,Platinum,300000,3,09-10-202300:00:00,13803,Groceries,Paid,N,
1754,296,Gold,100000,2,09-03-202300:00:00,48906,Travel,Paid,N,
1924,296,Platinum,300000,3,11-06-202300:00:00,9836,Fuel,Paid,N,
2061,296,Gold,100000,2,22-05-202300:00:00,25096,Groceries,Paid,N,
2104,296,Gold,100000,2,06-08-202300:00:00,27349,Electronics,Paid,N,
418,297,,,,,,,,Y,HighDebt
876,297,,,,,,,,Y,HighDebt
1327,297,,,,,,,,Y,HighDebt
1556,297,,,,,,,,Y,LowSalary
1656,297,,,,,,,,Y,UnstableEmployment
2112,297,,,,,,,,Y,UnstableEmployment
1177,298,Platinum,300000,3,02-11-202300:00:00,11412,Fuel,Paid,N,
1342,298,Gold,100000,2,12-04-202300:00:00,15950,Fuel,Paid,N,
237,299,Platinum,300000,3,28-12-202300:00:00,850,Dining,Paid,N,
502,299,Signature,600000,4,30-06-202300:00:00,37775,Travel,Default,N,
981,299,Signature,600000,4,21-07-202300:00:00,15578,Dining,Paid,N,
2066,299,Platinum,300000,3,29-04-202300:00:00,5155,Fuel,Paid,N,
2134,299,Platinum,300000,3,18-11-202300:00:00,18306,Travel,Paid,N,
219,300,Gold,100000,2,09-09-202300:00:00,35768,Groceries,Paid,N,
1774,300,Platinum,300000,3,22-12-202300:00:00,8026,Dining,Paid,N,
2057,300,Platinum,300000,3,11-12-202300:00:00,33036,Groceries,Paid,N,
41,301,,,,,,,,Y,UnstableEmployment
303,301,,,,,,,,Y,HighDebt
1290,302,Signature,600000,4,16-12-202300:00:00,13862,Groceries,Paid,N,
1737,302,Platinum,300000,3,14-03-202300:00:00,32001,Electronics,Paid,N,
465,303,,,,,,,,Y,LowSalary
738,303,,,,,,,,Y,LowCIBIL
826,303,,,,,,,,Y,UnstableEmployment
926,303,,,,,,,,Y,LowSalary
1146,303,,,,,,,,Y,HighDebt
1332,303,,,,,,,,Y,LowCIBIL
1597,303,,,,,,,,Y,HighDebt
2021,303,,,,,,,,Y,LowCIBIL
2034,303,,,,,,,,Y,LowCIBIL
2042,304,,,,,,,,Y,UnstableEmployment
577,305,,,,,,,,Y,UnstableEmployment
868,305,,,,,,,,Y,LowSalary
2289,305,,,,,,,,Y,LowCIBIL
1333,306,,,,,,,,Y,HighDebt
1089,307,Gold,100000,2,01-01-202400:00:00,2513,Groceries,Paid,N,
1265,307,Platinum,300000,3,11-10-202300:00:00,26493,Travel,Paid,N,
1545,307,Gold,100000,2,30-05-202300:00:00,36007,Fuel,Paid,N,
1964,307,Platinum,300000,3,19-11-202300:00:00,23254,Dining,Paid,N,
1110,308,,,,,,,,Y,UnstableEmployment
1638,308,,,,,,,,Y,LowCIBIL
1791,308,,,,,,,,Y,HighDebt
2119,308,,,,,,,,Y,UnstableEmployment
1193,309,,,,,,,,Y,UnstableEmployment
2158,309,,,,,,,,Y,LowSalary
2287,309,,,,,,,,Y,LowSalary
217,310,,,,,,,,Y,LowSalary
1541,311,,,,,,,,Y,LowSalary
1712,311,,,,,,,,Y,UnstableEmployment
137,312,Platinum,300000,3,24-10-202300:00:00,20745,Fuel,Paid,N,
346,312,Platinum,300000,3,01-05-202300:00:00,36453,Fuel,Paid,N,
566,312,Gold,100000,2,30-12-202300:00:00,23869,Travel,Paid,N,
121,313,,,,,,,,Y,LowCIBIL
231,313,,,,,,,,Y,LowSalary
1435,315,Platinum,300000,3,23-07-202300:00:00,15693,Travel,Paid,N,
2151,315,Gold,100000,2,10-02-202300:00:00,26257,Electronics,Paid,N,
732,316,Platinum,300000,3,12-09-202300:00:00,35308,Electronics,Paid,N,
988,316,Platinum,300000,3,03-03-202300:00:00,30837,Groceries,Paid,N,
2090,316,Gold,100000,2,23-04-202300:00:00,29832,Electronics,Paid,N,
942,317,,,,,,,,Y,LowCIBIL
1753,317,,,,,,,,Y,UnstableEmployment
2283,317,,,,,,,,Y,HighDebt
457,318,Gold,100000,2,29-12-202300:00:00,42931,Groceries,Paid,N,
458,318,Gold,100000,2,18-06-202300:00:00,29419,Travel,Paid,N,
518,318,Gold,100000,2,06-10-202300:00:00,49132,Electronics,Paid,N,
1116,319,,,,,,,,Y,UnstableEmployment
187,320,Gold,100000,2,12-04-202300:00:00,27804,Groceries,Paid,N,
405,320,Gold,100000,2,18-10-202300:00:00,31266,Fuel,Paid,N,
828,320,Gold,100000,2,16-04-202300:00:00,24707,Fuel,Paid,N,
911,321,Gold,100000,2,12-03-202300:00:00,23597,Electronics,Paid,N,
1166,321,Silver,50000,1,21-05-202300:00:00,10600,Travel,Default,N,
1350,321,Silver,50000,1,31-12-202300:00:00,32963,Electronics,Paid,N,
1467,322,,,,,,,,Y,HighDebt
258,323,,,,,,,,Y,HighDebt
929,325,Gold,100000,2,19-10-202300:00:00,42575,Electronics,Paid,N,
2276,325,Platinum,300000,3,07-05-202300:00:00,32433,Dining,Paid,N,
982,326,,,,,,,,Y,UnstableEmployment
489,327,Gold,100000,2,29-11-202300:00:00,12567,Dining,Paid,N,
805,327,Platinum,300000,3,21-11-202300:00:00,32129,Electronics,Paid,N,
1826,327,Platinum,300000,3,20-05-202300:00:00,6472,Travel,Paid,N,
158,328,Gold,100000,2,29-04-202300:00:00,30786,Electronics,Paid,N,
1095,328,Gold,100000,2,12-10-202300:00:00,9233,Electronics,Paid,N,
804,329,Gold,100000,2,01-04-202300:00:00,33505,Electronics,Paid,N,
1311,329,Gold,100000,2,27-03-202300:00:00,38790,Fuel,Paid,N,
1602,329,Gold,100000,2,03-10-202300:00:00,39743,Electronics,Paid,N,
1825,329,Gold,100000,2,22-05-202300:00:00,21323,Fuel,Paid,N,
446,330,Platinum,300000,3,01-02-202300:00:00,41945,Electronics,Paid,N,
1983,330,Gold,100000,2,31-10-202300:00:00,9690,Travel,Paid,N,
199,331,Gold,100000,2,14-02-202300:00:00,15016,Dining,Paid,N,
890,331,Platinum,300000,3,23-10-202300:00:00,26998,Travel,Paid,N,
1297,331,Gold,100000,2,17-11-202300:00:00,5398,Fuel,Paid,N,
1772,331,Platinum,300000,3,04-02-202300:00:00,8360,Electronics,Paid,N,
259,332,Gold,100000,2,26-07-202300:00:00,6707,Fuel,Paid,N,
1664,332,Gold,100000,2,31-07-202300:00:00,21859,Electronics,Paid,N,
302,333,,,,,,,,Y,LowSalary
426,333,,,,,,,,Y,LowCIBIL
1630,333,,,,,,,,Y,HighDebt
1981,333,,,,,,,,Y,LowSalary
1859,334,,,,,,,,Y,LowSalary
2011,334,,,,,,,,Y,LowCIBIL
330,335,Platinum,300000,3,09-03-202300:00:00,36275,Fuel,Paid,N,
175,336,Gold,100000,2,22-06-202300:00:00,33430,Electronics,Paid,N,
1862,336,Platinum,300000,3,01-02-202300:00:00,29695,Groceries,Paid,N,
1208,337,Platinum,300000,3,15-11-202300:00:00,14885,Dining,Paid,N,
389,338,Platinum,300000,3,07-12-202300:00:00,16120,Electronics,Paid,N,
668,338,Signature,600000,4,21-10-202300:00:00,27828,Groceries,Paid,N,
1775,338,Signature,600000,4,23-12-202300:00:00,38827,Travel,Paid,N,
2269,338,Signature,600000,4,01-05-202300:00:00,19962,Electronics,Paid,N,
837,339,,,,,,,,Y,UnstableEmployment
1569,339,,,,,,,,Y,LowSalary
1037,340,Gold,100000,2,24-06-202300:00:00,15832,Travel,Paid,N,
1305,340,Platinum,300000,3,13-11-202300:00:00,8110,Fuel,Paid,N,
1766,340,Gold,100000,2,02-08-202300:00:00,44295,Travel,Default,N,
2085,340,Platinum,300000,3,29-05-202300:00:00,22422,Fuel,Paid,N,
283,341,,,,,,,,Y,UnstableEmployment
801,341,,,,,,,,Y,UnstableEmployment
107,342,Platinum,300000,3,15-05-202300:00:00,44039,Travel,Paid,N,
456,342,Platinum,300000,3,14-03-202300:00:00,23880,Dining,Paid,N,
1821,342,Signature,600000,4,22-02-202300:00:00,41143,Fuel,Paid,N,
973,344,Gold,100000,2,12-07-202300:00:00,13173,Dining,Paid,N,
1750,344,Gold,100000,2,16-03-202300:00:00,25476,Travel,Paid,N,
1927,344,Platinum,300000,3,20-02-202300:00:00,4282,Dining,Paid,N,
1984,344,Gold,100000,2,14-03-202300:00:00,27223,Electronics,Paid,N,
202,345,Gold,100000,2,16-06-202300:00:00,8459,Travel,Paid,N,
1139,345,Platinum,300000,3,22-05-202300:00:00,41236,Dining,Paid,N,
1658,345,Gold,100000,2,26-01-202300:00:00,15091,Fuel,Paid,N,
2233,345,Platinum,300000,3,08-12-202300:00:00,20687,Dining,Paid,N,
1178,346,,,,,,,,Y,UnstableEmployment
58,347,Platinum,300000,3,28-04-202300:00:00,7935,Fuel,Paid,N,
1833,347,Signature,600000,4,15-01-202300:00:00,6019,Electronics,Paid,N,
2088,347,Platinum,300000,3,21-01-202300:00:00,12888,Travel,Paid,N,
398,348,Platinum,300000,3,15-03-202300:00:00,47000,Fuel,Default,N,
1805,348,Platinum,300000,3,26-03-202300:00:00,44238,Fuel,Paid,N,
1971,348,Gold,100000,2,22-01-202300:00:00,6493,Electronics,Paid,N,
10,349,,,,,,,,Y,HighDebt
279,349,,,,,,,,Y,HighDebt
1815,349,,,,,,,,Y,UnstableEmployment
1180,351,Platinum,300000,3,07-04-202300:00:00,39006,Travel,Paid,N,
1567,351,Platinum,300000,3,13-09-202300:00:00,17543,Dining,Paid,N,
1915,352,Gold,100000,2,01-11-202300:00:00,36128,Travel,Paid,N,
689,353,,,,,,,,Y,LowSalary
1507,353,,,,,,,,Y,LowSalary
1543,353,,,,,,,,Y,HighDebt
1667,353,,,,,,,,Y,LowSalary
127,354,,,,,,,,Y,HighDebt
412,354,,,,,,,,Y,UnstableEmployment
824,354,,,,,,,,Y,LowSalary
567,355,,,,,,,,Y,HighDebt
636,355,,,,,,,,Y,UnstableEmployment
699,355,,,,,,,,Y,LowCIBIL
1226,355,,,,,,,,Y,UnstableEmployment
190,356,Signature,600000,4,05-02-202300:00:00,22840,Fuel,Paid,N,
1454,356,Signature,600000,4,10-04-202300:00:00,25431,Electronics,Paid,N,
2065,356,Signature,600000,4,27-11-202300:00:00,38598,Groceries,Paid,N,
254,357,Signature,600000,4,10-12-202300:00:00,48497,Groceries,Paid,N,
847,357,Signature,600000,4,13-11-202300:00:00,3645,Travel,Paid,N,
870,357,Platinum,300000,3,02-03-202300:00:00,21900,Travel,Paid,N,
1649,357,Signature,600000,4,03-03-202300:00:00,831,Travel,Paid,N,
2147,357,Signature,600000,4,13-03-202300:00:00,38543,Electronics,Paid,N,
485,358,,,,,,,,Y,LowSalary
2219,358,,,,,,,,Y,LowSalary
178,359,,,,,,,,Y,LowCIBIL
1788,359,,,,,,,,Y,LowCIBIL
433,360,Platinum,300000,3,16-03-202300:00:00,21337,Dining,Paid,N,
1509,360,Platinum,300000,3,29-11-202300:00:00,6296,Fuel,Paid,N,
1935,360,Platinum,300000,3,09-05-202300:00:00,24366,Travel,Paid,N,
2102,360,Signature,600000,4,15-10-202300:00:00,27972,Groceries,Paid,N,
212,361,Platinum,300000,3,09-05-202300:00:00,10867,Travel,Paid,N,
391,361,Gold,100000,2,19-04-202300:00:00,21250,Travel,Paid,N,
440,361,Gold,100000,2,20-08-202300:00:00,13416,Groceries,Paid,N,
594,362,,,,,,,,Y,LowSalary
1388,362,,,,,,,,Y,HighDebt
1450,362,,,,,,,,Y,UnstableEmployment
66,363,,,,,,,,Y,UnstableEmployment
1008,363,,,,,,,,Y,LowCIBIL
1780,363,,,,,,,,Y,LowCIBIL
22,364,Gold,100000,2,26-12-202300:00:00,12967,Groceries,Paid,N,
204,364,Platinum,300000,3,02-11-202300:00:00,32432,Dining,Paid,N,
1246,364,Platinum,300000,3,11-07-202300:00:00,9993,Groceries,Paid,N,
1511,364,Platinum,300000,3,07-09-202300:00:00,47718,Electronics,Paid,N,
1697,364,Platinum,300000,3,14-09-202300:00:00,48434,Dining,Paid,N,
775,365,,,,,,,,Y,UnstableEmployment
992,365,,,,,,,,Y,UnstableEmployment
1473,365,,,,,,,,Y,LowCIBIL
508,366,Gold,100000,2,03-12-202300:00:00,12946,Groceries,Paid,N,
1344,366,Gold,100000,2,01-05-202300:00:00,4175,Groceries,Paid,N,
2091,366,Gold,100000,2,08-11-202300:00:00,47237,Travel,Paid,N,
